"id","inqno","consultant","project","approval","customer","validity","rate","price","terms","delivery","drumlength","ld","cpbg","warranty","cutlength","destination","inspby","cabletype","conductor","insulation","sheilding","innersheath","armour","outersheath","sp1","sp2","sp3","sp4","sp5","sp6","oem","sector","approvalissue","currentproject","upcomingproject","csupplier","req","delperiod","spclreq","others","user","datetime"
"303","4649","Mecon","GAIL Halol Electrical & Instrumentation work  ","Approved","GAIL Halol ","7",,,"20% Advance and balance payment through 60 days LC","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","1000","No","NA ",,"500","Up to site","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3033","2022-01-01"
"306","4637",,"Several Project  ","Approved","PGCIL  ","7",,,"20% Advance and balance payment through 60 days LC","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No",,,"As Per BOQ","Exworks",,,,,,,,,,,,,,,,,,,,,,,,,"3033","2022-01-01"
"307","4593",,"400/220KV substation at Dhardehi Bilaspur Chhattisgarh  Project CSPTCL",,"siemens Ltd-Gurgaon","7",,,"100% payment within 45 days (Under MSME)",,"1000","Yes","10","24 Months from the date of Commissioning & 36 Months from the date of dispatch; whichever is earlier.",,,"Client",,,,,,,,,,,,,,,,,,,,,,,,"3007","2022-01-01"
"308","4547",,"Plant requirement for Heaters",,"Navodaya Heaters","7",,,"100% against performa invoice before dispatch","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","250",,"N.A","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks",,,,,,,,,,,,,,,"other","Other",,"As above.",,,,,,,"3068","2022-01-01"
"309","4702","MPPTCL","MPPTCL -project.","Approved"," BST Infratech Ltd. - Kolkata","7",,,"10% advance payment along with P.O & balance against Proforma invoice before dispatch ","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","Consultant",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-01-03"
"310","4705","Thyssenkrupp","IOCL -Panipat","Approved","Laxmi Engineering Pvt. Ltd. - Ahmedabad","7",,,"10% advance payment along with P.O & balance against Proforma invoice before dispatch ","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-01-03"
"312","4704","EIL ","CPCL Chennai Project","Approved","CPCL","7",,,"10% advance payment along with P.O & balance against Proforma invoice before dispatch ","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","500","No","na ",,"500","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3033","2022-01-03"
"314","4717",,"Transmission job","Approved","Madhya Pradesh Madhya Kshetra Vidyut Vitaran Company Limited","7",,,"10% advance payment along with P.O & balance against Proforma invoice before dispatch ","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No",,,"As Per BOQ","Exworks",,,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-01-03"
"315","4676","EIL","DHPL Project","Approved",,"6",,,"10% advance payment along with P.O & balance against Proforma invoice before dispatch ","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,"EPC","Oil and Gas",,,,,,,,"CP ","3053","2022-01-03"
"316","4720",,"Plant Requirement For Heaters.",,"Heatrays Technology","7",,,"100% against performa invoice before dispatch","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","250",,"N.A","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks",,,,,,,,,,,,,,,"OEM","Other",,"As above",,,,,,,"3068","2022-01-04"
"317","4698",,"TEMPORARY & PERMANENT CATHODIC PROTECTION SYSTEM FOR ETBPNMTPL PROJECT, GROUP-F: IP-201 TO BENGALURU","Approved","IOCL ","3",,,"10% advance payment along with P.O & balance against Proforma invoice before dispatch ","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-01-04"
"318","4697",,"Multiple projects ","Approved","Multiple ","7",,,"10% advance payment along with P.O & balance against Proforma invoice before dispatch ","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-01-04"
"321","4701",,"ONGC ETP","Approved Initiated","ONGC Uran","7",,,"100% payment through LC for 120  days with inspection call  before dispatch.","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","1000","No",,,"500","Exworks",,,,,,,,,,,,,,,,,,,,,,,,,"3033","2022-01-04"
"322","4722",,"Plant Requirement","Approved",,"3",,,"10% advance payment along with P.O & balance against Proforma invoice before dispatch ","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No",,,"As Per BOQ","Exworks",,,,,,,,,,,,,,,"OEM","Solar/Automation Providert",,"As Above",,,,"NA",,,"3048","2022-01-04"
"323","4721",,"Plant Requirement","Approved",,"3",,,"10% advance payment along with P.O & balance against Proforma invoice before dispatch ","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No",,,"As Per BOQ","Exworks",,,,,,,,,,,,,,,"OEM","Solar/Automation Provider",,"As Above",,,,,,,"3048","2022-01-04"
"324","4709",,"NTPC Nabinagar; Stage-I, for NPGC LIMITED Aurangabad",,,"7",,,"10% advance and balance through 60 days PDC","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","Client",,,,,,,,,,,,,,,,,,,,,,,,"3053","2022-01-04"
"325","4708",,"Plant requirement for EOT Crane","Approved",,"7",,,"10% advance payment along with P.O & balance against Proforma invoice before dispatch ","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site",,,,,,,,,,,,,,,,,,,,,,,,,"3053","2022-01-04"
"326","4728",,"TSGENCO -YADADARI PROJECT.","Approved","Vadim Infrastructure Pvt. Ltd. - Chennai","7",,,"10% Advance and balance payment through 60 days LC","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-01-05"
"328","4703",,"20kV Substation Export Job","Approved",,"10",,,"10% Advance and balance against performa invoice after inspection before dispatch.","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,"EPC","T & D ","-",,"GETCO",,,,,"This is an export job they are bidding to a local vendor whose name is not disclosed.","3053","2022-01-05"
"329","4715",,"Provision of Well Hook-up and Surface Facilities for RDG Feild With in RJ ON 90/1 Block","Approved","Vedanta Limited","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-01-05"
"330","4726",,"DAE Tender","Approved",,"7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,"Trader","Generation",,,,,,,,,"3053","2022-01-05"
"331","4729","Worley Parson","IOCL Dumad","Approved","Linde Kolkata division","7",,,"100% payment within 30 days (Under MSME)","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","TPIA",,,,,,,,,,,,,,"EPC","Oil and Gas",,,,,,,,"This inquiry is from their Oil & Gas division of Kolkata. Vadodara division mainly executes Hydrocarbon projects. This inquiry shall be concluded in two weeks.","3053","2022-01-05"
"332","4736","PDIL","IOCL - Kandla","Approved","Vijay Tanks and vessels Ltd. - Vadodara ","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-01-05"
"333","4725","TBWES (Thermax)","PA1651 -Oasis Ethanol","Approved","THERMAX Limited. Pune","7",,,"100% payment within 30 days (Under MSME)","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","Yes","No PBG","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks",,,,,,,,,,,,,,,,,,,,,,,,,"3011","2022-01-05"
"334","4629","NTPC Limited.","Khurja STPP (2X660MW) Coal Limestone and Gypsum Handling Plant Pkg.","Approved","THDC India Limited.","7",,,"20% Advance and balance payment through 60 days LC","10 -  12 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","Yes","PBG of 5%","18 Months from the date of Commissioning & 24 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","Consultant",,,,,,,,,,,,,,,,,,,,,,,,"3011","2022-01-06"
"335","4710","Guiana ","Transmission & distribution  ",,"West africa","7",,,"10% Advance and balance payment through 60 days LC","12 -  14 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","500","Yes","Na",,"500","Up to site","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3033","2022-01-06"
"336","4748",,"ADANI ICCP SYSTEM",,"ADANI","4",,,"20% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","TPIA",,,,,,,,,,,,,," CONTRACTOR","Oil & Gas / Others",,"As above",,,"Regular","WITHIN 3- 4WEEKS.","NA","NA","3048","2022-01-06"
"337","4747","JMC Projects","RURAL Piped Water Supply Project","Approved","RURAL Water Supply & Sanitation at Odisha","7",,,"20% Advance and balance payment through 60 days LC","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","Yes","PBG of 5%","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3011","2022-01-06"
"338","4737",,"IOCL Dumad","Approved",,"7",,,"20% Advance and balance payment through 60 days LC","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","TPIA",,,,,,,,,,,,,,,,,,,,,,,"Inquiry directly received from Praj Purchase Team and they are going to finalise it within next week.","3053","2022-01-06"
"339","4738","-","Adani UP","Approved",,"7",,,"20% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks",,,,,,,,,,,,,,,,,,,,,,,,"Cables to be used in panels and for installation and commissioning at Adani UP site.","3053","2022-01-06"
"341","4727","Toyo","ONGC-IOGR Project","Approved","A-Z Instrument Services","7",,"Yes","20% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ",,,,"As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,"EPC",,,,,,,,,,"3044","2022-01-06"
"342","4731",,"For CP System ","Approved","Multiple ","4",,,"20% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-01-06"
"343","4744",,"ONGC Kakinada supply of Cables","Approved","ONGC Kakinada ","3",,,"20% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-01-06"
"345","4749",,"APTRANSCO 132/220kV Guntur district","Approved",,"5",,,"10% Advance and balance payment through 60 days LC","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","Client",,,,,,,,,,,,,,"EPC","Transmission",,"APTRANSCO","APTRANSCO",,,,,,"3053","2022-01-07"
"347","4742","L&T Construction","Mayurbanj WSP Project at Odisha","Approved","RWSS -Odisha","7",,,"100% payment within 30 days (Under MSME)","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","Yes","PBG of 5%","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3011","2022-01-07"
"349","4757",,"JSW 230 kv Hybrid bay extension PGCIL S/S Vandalam","Approved","Hitachi ABB Power Grid","7",,,"100% payment within 45 days (Under MSME)","10 -  12 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","Yes","-","24 Months from the date of Commissioning & 36 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","Client",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-01-07"
"351","4723","Worley","IOCL Haldia CDWU-II Project","Approved","IOCL -Haldia Refinery (West Bengal)","10",,,"20% Advance and balance payment through 60 days LC","12 -  14 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","Yes","PBG of 10%","18 Months from the date of Commissioning & 24 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","Consultant",,,,,,,,,,,,,,"EPC Contractor",,,,,,,,,,"3011","2022-01-07"
"353","4621","EIL","RHCU Unit of Panipat Refinery Expansion Project","Approved","IOCL -Panipat Refinery","7",,,"20% Advance and balance payment through 60 days LC","12 -  14 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","Yes","PBG of 10%","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3011","2022-01-07"
"358","4746","MECON","GAIL - Barauni – Guwahati Pipe line","Approved","S3 India.","7",,,"20% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-01-07"
"359","4495",,"For trading ","Approved","MK Corporation","7",,,"100% against performa invoice before dispatch","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-01-10"
"360","4576",,"For trading","Approved","Flexpro Electricals Pvt. Ltd","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-01-10"
"361","4663",,,,"Control Systems Engineers","7",,,"20% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-01-10"
"362","4758",,"CP Projects BPCL ","Approved","BPCL","4",,,"10% Advance and balance payment through 60 days LC","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-01-10"
"363","4730",," INSTRUEMNTATION CABLES FOR NGC ENERGY-NELLORE (INSTRUMENTATION)","Approved","NGC ENERGY-NELLORE ","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","10 -  12 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-01-10"
"364","4740","JACOBS","IOCL DUMAD","Approved","IOCL DUMAD","5",,,"10% Advance and balance against performa invoice after inspection before dispatch.","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-01-10"
"365","4765",,"wind project - Tamilnadu ","Approved","Skeiron Group - Pune","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,"Contractor","Renewables -Solar and Wind ","-","Tamilnadu",,," ROUTINE REQUIREMENT","ASAP",,,"3044","2022-01-10"
"366","4759",,"Gujarat Project","Approved","GoPower Electech Pvt Ltd. -","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-01-10"
"367","4773",,"MPPTCL project","Approved","BST Infratech Ltd. - Kolkata","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-01-11"
"368","4767",,"GSPL Project","Approved","Yash EPC Projects Pvt. Ltd. -Ahmedabad","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-01-11"
"369","2533",,"Plant Requirement","Approved","Sri Padmavati Cables","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks",,,,,,,,,,,,,,,"Manufacturer of Cables and Trader/Supplier",,,,,,,,,,"3053","2022-01-11"
"371","4787","EIL","GAIL Project","Approved","Sopan O & M Pvt Ltd - Ahmedabad","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-01-12"
"373","4789",,"PTCUL tender","Approved","ABN Tower and Transmissions Pvt Ltd. ","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","Client",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-01-12"
"374","4782",,"Plant Requirement for EOT Crane Cables","Approved",,"7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","250","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site",,,,,,,,,,,,,,,"OEM and EPC","Other",,"EOT crane requirement. Cranes supplied in Refineries and Industries",,,,,,"Their standard payment terms with Atlas Cables are 100% within 30 days. We shall provide our standard payment terms.","3053","2022-01-12"
"375","4779",,"L & T HRRL (CIO2 System)","Approved",,"5",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","TPIA",,,,,,,,,,,,,,"EPC","Oil and Gas, other",,,,,,,,"This is a firm inquiry and they need cables urgently","3053","2022-01-12"
"377","4781",,"IOCL Haldia Refinery","Approved",,"7",,,"100% payment within 45 days (Under MSME)","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","Yes","5%","24 Months from the date of Commissioning & 36 Months from the date of dispatch; whichever is earlier.",,,"TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3007","2022-01-12"
"378","4801",,"GSPL -GGL Connectivity project.","Approved","Yash EPC Projects Pvt. Ltd. - Ahmedabad","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-01-13"
"379","4799",,"Oil India Limited ","Approved","Sopan O & M Pvt Ltd - Ahmedabad.","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-01-13"
"380","4786",,"IOCL -Panipat","Approved","Sterling & Wilson Pvt Ltd. -Mumbai","7",,,"10% Advance and balance payment through 90 days LC","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-01-13"
"381","4800",,"CP Cables for CP Systems ","Approved","Multiple ","2",,,"20% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-01-13"
"382","4794",,"L&T NMDC Bacheli","Approved","NMDC","7",,,"20% Advance and balance against performa invoice after inspection before dispatch.","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-01-13"
"383","4780",,"Supply of cables for Multiple Clients ( PGCIL Approved )","Approved",,"7",,,"20% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,"OEM ","Others / Power",,"As above ","NA","KEI","They have regular requirement ","NA","NA","NA","3048","2022-01-13"
"384","4777",,"IOCL VRU Baitalpur_Kanpur_Mughalsarai and Allahabad requirement Power Cable for Air Compressor","Approved","IOCL","3",,,"20% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-01-13"
"385","4795","L&T ECC","Bulk Pipeline -Construction of RCC At Navda and Chavand Pumping Station.","Approved","Gujarat Water Infrastructure Limited.","7",,,"100% payment within 30 days (Under MSME)","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","Yes","No PBG","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3011","2022-01-13"
"386","4798",,"IOCL Gujarat Refinery","Approved",,"7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","TPIA",,,,,,,,,,,,,,"EPC",,,,,,,,,,"3053","2022-01-13"
"387","4796",,"IOCL Aonla","Approved",,"7",,,"100% payment within 30 days (Under MSME)","10 -  12 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","Yes","-","24 Months from the date of Commissioning & 36 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","Client",,,,,,,,,,,,,,"EPC",,,,,,,,,"Terminal job Aonla, Approval shall be initiated","3053","2022-01-13"
